name,type,confidence,n_entries,spelling_variants,index_letters,example_entry
Catigernus,person,0.95,1,Catigernus,C,"Catigernus, brother to Kyng Vortimer, and Horsus fyght a cumbat, and eyther slayeth other. 116.2."
Catuellani,uncertain,0.45,1,Catuellani,C,"Catuellani, a people in Brytaine. 49.11."
Caxton,person,0.85,1,Caxton,C,Caxton cited. 122.9.
Caxtons,person,0.85,1,Caxtons,C,Caxtons Chronicle cited. 24.41. and .30.48.
Ceadda,person,0.93,5,Ceadda,C,"Ceadda, brother to Cedda, gouerneth Lestinghem Monasterie. 175.29."
Ceadwalla,person,0.94,6,Ceadwalla,C,Ceadwalla voweth vnto God. 184.52.
Cealtide,uncertain,0.2,1,Cealtide,C,Cealtide Synode. 199.11.
Cearlus,uncertain,0.2,1,Cearlus,C,"Cearlus, K. of Mercia. 162.1."
Ceaulinus,uncertain,0.2,1,Ceaulinus,C,"Ceaulinus, looke Chauling."
Cedda,person,0.89,5,Cedda,C,"Cedda, and his .iii. brethren all Priestes. 175.32."
Cedferth,person,0.91,1,Cedferth,C,"Cedferth, Byshop of Donwich. 195.14."
Cedwallo,person,0.5,1,Cedwallo,C,"Cedwallo, looke Cadwallo."
Cellach,person,0.81,1,Cellach,C,"Cellach, second Bishop of Mercia. 176.19."
Celby Abbey in Yorkeshyre,place,0.95,1,Celby Abbey in Yorkeshyre,C,Celby Abbey in Yorkeshyre buylded. 315.90.
Celiestline Abbey in Irelande,place,0.97,1,Celiestline Abbey in Irelande,C,Celiestline Abbey in Irelande buylded. 208.203.
Celling William,person,0.97,1,Celling William,C,Celling William. 1463.11.
Celricus,person,0.82,1,Celricus,C,"Celricus, or Ceolrick, Nephew to Cheuling reigneth ouer the West Saxons. 145.63."
Celtica kingdome,place,0.97,1,Celtica kingdome,C,Celtica kingdome what countryes in conteined. 1.101.
Celtike,uncertain,0.2,1,Celtike,C,Celtike and British language al one. 4.93.
Celwalch,uncertain,0.45,1,Celwalch,C,"Celwalch driuen out of his coũtrey, flieth to the Eastangles. 171.46."
Centwine,person,0.78,2,Centwine,C,"Centwine maketh warre vpon the Britaines, & ouerthroweth them. 183.44."
Cenulfe,person,0.91,1,Cenulfe,C,"Cenulfe, ordeyned Byshop of Dorchester. 223.60."
Cenwalch,person,0.76,6,Cenwalch,C,"Cenwalch king of west Saxons, departeth this lyfe. 180.63."
Ceolred,person,0.85,2,Ceolred,C,"Ceolred, sonne to king Ethelred. 189.10."
Ceoluolf,person,0.68,2,Ceoluolf,C,"Ceoluolf, succeedeth Osrick in the kingdome of Northumberland. 190.83."
Ceolwolfe,person,0.89,3,Ceolwolfe,C,Ceolwolfe dyeth. 196.11.
Ceorlus,person,0.8,1,Ceorlus,C,"Ceorlus, succeedeth his kinsmã Wibbas in the kingdome of Mercia. 153.9."
Ceouulf,uncertain,0.45,1,Ceouulf,C,"Ceouulf, or Ceoloulph begynneth his reigne ouer the west Saxons. 152.72."
Ceowuif,person,0.86,1,Ceowuif,C,Ceowuif departeth this lyfe. 155.43.
Cerdiceore,uncertain,0.45,1,Cerdiceore,C,"Cerdiceore, supposed to be Yermouth in Northfolke. 126.108."
Cerdicus,person,0.85,4,Cerdicus,C,Cerdicus a Saxon arriueth with a power in Brytaine. 126.103.
Certicestshore,place,0.9,2,Certicestshore,C,"Certicestshore, called in old time Nazaleoy. 131.18."
Cesar,person,0.9,2,Cesar,C,"Cesar, looke Iulius Cesar."
Cewolfe,person,0.61,1,Cewolfe,C,Cewolfe succeedeth Burthred in the kingdome of Mercia. 218.95.
Chabor Wylliam,person,0.97,1,Chabor Wylliam,C,"Chabor Wylliam, Lord Admirall of France, made knyght of the Garter. 1559.11."
Chalus Cheuerell,uncertain,0.45,1,Chalus Cheuerell,C,"Chalus Cheuerell, besieged, and taken by King Richarde the first. 539.88."
Cham,place,0.81,1,Cham,C,Cham alotted vnto Affrica. 1.77.
Chamber Iohn,person,0.97,1,Chamber Iohn,C,Chamber Iohn a rebel. 1434.135. is hanged. 1434.20.
Chandew,person,0.94,1,Chandew,C,Chandew a Lorde of Brytaine created Earle of Bathe. 1426.35.
Charing Crosse,place,0.87,1,Charing Crosse,C,Charing Crosse builded. 800.3. a.
Charles,person,0.76,20,Charles,BC,Charles Earle of Charoloys. pag. 1317. col. 2. lin. 6 married Margaret-sister to Edward the fourth. pag. 1318. col. 2. lin. 21. Duke of Borgongne. pag. 1318. col. 2. lin. 3.
Charles de Bloys,person,0.71,3,Charles De Bloys | Charles de Bloys,B,Charles de Bloys taken prisoner. 940.50. b. raunsomed 947.40. b.
Charles French,person,0.73,1,Charles French,C,Charles French King. pag. 1412. col. 2. lin. 26.
Charles of Alanson,person,0.76,1,Charles of Alanson,A,Charles of Alanson slaine at Cressy. 934.32. b.
Charleton Richard,person,0.97,1,Charleton Richard,C,Charleton Richard attainted. 1425.42.
Charnelles Hugh,person,0.97,1,Charnelles Hugh,C,Charnelles Hugh knight. 595.30.
Charterhouse,uncertain,0.42,1,Charterhouse,C,Charterhouse Monke apprehended at Cambridge. 657.77.
Charteries,person,0.8,1,Charteries,C,Charteries taken from ye Englishe. pag. 1249. col. 1. lin. 24.
Chartley castle,place,0.9,1,Chartley castle,C,Chartley castle founded by Ranulph Earle of Chester. 618 11.
Charugage,uncertain,0.2,1,Charugage,C,Charugage what it is. 549.2.
Chateau Galiard castle in Normandie,place,0.88,1,Chateau Galiard castle in Normandie,C,"Chateau Galiard castle in Normandie, builded. 539.53."
Chatoau Valyard,place,0.84,1,Chatoau Valyard,C,Chatoau Valyard besieged. pag. 1198. col. 2. lin. 45.
Chaunteries,uncertain,0.45,2,Chaunteries,C,Chaunteries al committed to ye kings disposition. 1604.55.
Chealred,person,0.91,1,Chealred,C,"Chealred, king of Mercia. 187 103."
Cheyney,person,0.97,1,Cheyney,C,Cheyney Frances knight. 1450.18.
Cheyney Henry,person,0.97,1,Cheyney Henry,C,"Cheyney Henry knyght, is made Lord Cheney of Toddington. 1862.55."
Cheyney Iohn,person,0.97,1,Cheyney Iohn,C,Cheyney Iohn knight sent into Britaine. 1434.10.
Cheeke Iohn,person,0.97,1,Cheeke Iohn,C,Cheeke Iohn knight his booke agaynst rebellion inserted. 1677.
Cheldrike,person,0.5,3,Cheldrike,C,"Cheldrike pursued by the Britaines, and slayne. 133.30."
Cherburgh,uncertain,0.2,1,Cherburgh,C,Cherburgh deliuered to the Englishmen. 1009.58. b.
Chereburg in Normãdy,uncertain,0.2,1,Chereburg in Normãdy,C,Chereburg in Normãdy. 321 73.
Chertsey,place,0.76,1,Chertsey,C,Chertsey Abby in Southerie builded. 181.19
Chesshyre,place,0.88,2,Chesshyre,C,"Chesshyre a great part, destroyed by Norway Pirates. 238 40."
Chester,place,0.8,4,Chester,C,"Chester see, remoued to Durham. 241.25."
Chester Abbey,place,0.87,1,Chester Abbey,C,Chester Abbey builded. 336.13.
Chester citie,place,0.92,8,Chester citie,C,Chester citie wonne by ye West Saxons. 204.32.
Chester Wylliam,person,0.65,1,Chester Wylliam,C,"Chester Wylliam knight, his woorthy woorkes. 1714.40."
Chesterby Philip,person,0.97,1,Chesterby Philip,C,"Chesterby Philip, a knight of Lindesey, admonisheth kyng Henry the second of his euill l<?>fe. 422.21."
Chesterfield battaile,place,0.87,1,Chesterfield battaile,C,"Chesterfield battaile, fought by the Lord Henry, against the Barons. 777.16."
Cheuling,person,0.96,3,Cheuling,C,"Cheuling departeth into exyle, and there dyeth. 146.59."
Chichester,place,0.82,2,Chichester,C,"Chichester, chiefe citie of the kingdome of the south Saxons. 125.85."
Chichester citie,place,0.95,1,Chichester citie,C,Chichester citie consumed with fire. 465.35.
Chiefe Iustice,person,0.88,1,Chiefe Iustice,C,Chiefe Iustice wordes agaynst the clergie. 824.30. a.
Chierburghe,uncertain,0.45,1,Chierburghe,C,Chierburghe yeelded to the French. pag. 1277. col. 1 lin. 16.
Chifi William,person,0.97,1,Chifi William,C,Chifi William hanged for robbing of Pilgrimes. 484.31.
Chilterne Woods,place,0.97,1,Chilterne Woods,C,"Chilterne Woods, and countrey. 245.18."
Chinon,uncertain,0.45,1,Chinon,C,Chinon taken by force of assault by the French kyng. 562.39.
Chiorburgh,place,0.89,1,Chiorburgh,C,Chiorburgh besieged by the English. pag. 1192. col. 1. lin. 42. yeelded col. 2. lin. 24.
Chippingnorton,uncertain,0.2,1,Chippingnorton,C,Chippingnorton by Cotfold. pag. 1306. col. 1. lin. 10.
Chipnham,place,0.8,1,Chipnham,C,Chipnham. 207.25.
Chipnham battaile,place,0.95,1,Chipnham battaile,C,"Chipnham battaile, fought betweene the Englishmen and Danes wyth equall victory. 212.67."
Chirchedune Adam,person,0.97,1,Chirchedune Adam,C,"Chirchedune Adam, shamefully whipped about Poicters. 446.72."
Chitrey castle,place,0.97,1,Chitrey castle,C,Chitrey castle burnt. 385.39.
Chorthmond,person,0.84,1,Chorthmond,C,"Chorthmond, slayeth Aldred, murderer of King Ethelbert 201.69."
Christe,uncertain,0.45,1,Christe,C,Christe our Sauiour borne. 46 7.
Christerne,person,0.95,1,Christerne,C,"Christerne kyng of Denmarke, commeth into England. 1525.56. returneth. ead. 20."
Christes Church in Cantorburie,place,0.94,1,Christes Church in Cantorburie,C,"Christes Church in Cantorburie, erected, and restored. 150 33."
Christes Churche in Cantorburie,place,0.97,1,Christes Churche in Cantorburie,C,Christes Churche in Cantorburie repayred. 320.67.
Christian,uncertain,0.45,4,Christian,C,Christian blood no dearer to the Pope then the bloud of Infidels. 739.90.
Christians,person,0.9,1,Christians,C,Christians honoured and cherished by Constantinus. 91.90.
Christianus,person,0.81,1,Christianus,C,"Christianus, a Byshop of the Danes. 302.22."
Christin,person,0.76,1,Christin,C,"Christin, mother to Edgar Edeling, professeth her selfe a Nunne in Scotland. 298.75."
Christiãs,person,0.91,1,Christiãs,C,Christiãs beheaded by the Sarasins at Acres. 501.26.
Christofer,person,0.86,1,Christofer,S,Christofer Seton hanged. 242.46. b
Christopher Vrswide,person,0.9,1,Christopher Vrswide,C,Christopher Vrswide. pag. 1400. col. 1. line. 56. col. 2. lin. 8. pag. 1407. col. 2. lin. 54. pag. 1408. col. 1. lin. 6.
Church of England,place,0.97,1,Church of England,C,"Church of England fore greeued, and bereaued of her wealth. 321.6."
Church of Paule in London,place,0.61,1,Church of Paule in London,C,Church of Paule in London dedicated. 768.27.
Church of S. Peter,uncertain,0.45,1,Church of S. Peter,C,Church of S. Peter at Westminster buylded. 75.36.
Church of S. Peter in Cornhill,uncertain,0.45,1,Church of S. Peter in Cornhill,C,Church of S. Peter in Cornhill builded. 75.49.
Churchmen of England,uncertain,0.45,1,Churchmen of England,C,Churchmen of England complaine of kyng Wylliam Rufus to the Pope. 321.11.
Cicely Duches of Yorke,person,0.97,1,Cicely Duches of Yorke,C,"Cicely Duches of Yorke, mother vnto Edward ye fourth, dyeth. 1445.1."
Cicester castle,place,0.87,1,Cicester castle,C,Cicester castle rased by the freendes of king Henry the third. 611.68.
Cicile,person,0.87,1,Cicile,C,Cicile second daughter to Edward the fourth. pag. 1356. col. 1. lin. 39. pag. 1413. col. 1. lin. 33.
Cicilie,person,0.91,1,Cicilie,C,"Cicilie sister to ye kyng of Sweden, commethurto England, and is deliuered of a sonne, called Edwardus Fortunatus. 1835.4. returneth into Sweden. 1836.16."
Cied Wylliam,person,0.97,1,Cied Wylliam,C,"Cied Wylliam knight, Lorde Burleigh, made Lord Treasurer of England. 1864.8."
Cimbeline,person,0.5,1,Cimbeline,C,"Cimbeline, looke Kymbeline."
Cimbil,person,0.92,1,Cimbil,C,"Cimbil, brother to Cedda. 175 20."
Cimburgh,person,0.97,1,Cimburgh,C,"Cimburgh, daughter to Penda, married to Alchfride. 173.31."
Cinegiscus,person,0.89,4,Cinegiscus,C,Cinegiscus receyueth the faith of Christe. 169.5.
Cinewulfus,uncertain,0.2,1,Cinewulfus,C,"Cinewulfus, looke Kinewulfe."
Cingetorir,uncertain,0.45,1,Cingetorir,C,"Cingetorir, out of the Kinges of Kent, vanquished, and taken prisoner by the Romans 42.108."
Cipriotes,person,0.91,1,Cipriotes,C,Cipriotes slaine lyke beastes by the Englishmen. 492.32
Circuites,uncertain,0.45,1,Circuites,C,Circuites appointed for Iustices itinerantes. 443.53.
Cirencester,place,0.94,1,Cirencester,C,"Cirencester, nowe called Cicester. 144.5."
Cirencester battaile,place,0.97,1,Cirencester battaile,C,"Cirencester battaile, fought betweene Penda and Quichelme. 169.31"
Cirester,place,0.77,1,Cirester,C,"Cirester besieged by Gurmundus, and taken. 144.11."
Cissa,person,0.97,1,Cissa,C,"Cissa, sonne to Ella, succeedeth his father in the kingdome of South Saxons. 130.53"
Cisteaur,place,0.8,1,Cisteaur,C,Cisteaur order fyrst begun. 333 86.
Cisteaur Abbey,place,0.97,1,Cisteaur Abbey,C,Cisteaur Abbey founded. 333.91.
Cisteaux,uncertain,0.2,1,Cisteaux,C,Cisteaux order charged with paiment towardes the ransome of king Richard the fyrst. 512.56. refuse giftes offered by the Emperour. 526.8.
Citie of London,place,0.93,2,Citie of London,C,"Citie of London payeth to Henry the third for a fine, three thousand markes. 739.2."
Citizens of Cantorburie,person,0.62,1,Citizens of Cantorburie,C,Citizens of Cantorburie slaine in a fraye. 270.95.
Citizens of London,place,0.33,5,Citizens of London,C,"Citizens of London serue in the Butterie, at King Richard the fyrst his coronation. 519. 14. the wealthiest cast into prison in Windsor castle. 774.10. obteyne pardon of the kyng. 774.43. and .775 63."
Citizens of Winchester,place,0.81,1,Citizens of Winchester,C,Citizens of Winchester serue in the kytchen at King Richard the fyrst his coronation. 519.18.
Ciuil,place,0.85,1,Ciuil,C,Ciuil dissention breeding in England against king Iohn. 586.32.
Ciuile,place,0.88,1,Ciuile,C,Ciuile contention in Kent for the kingdome. 187.36.
Ciuilis,person,0.8,1,Ciuilis,C,Ciuilis sent into Britaine to rule the Prouinces there. 104.68.
Claimes,uncertain,0.45,1,Claimes,C,Claimes at the Coronation of king Henry the fourth. 1116 46. a.
Clare Richard,person,0.96,1,Clare Richard,C,Clare Richard Earle of Gloucester dyeth. 800.60.
Clarenbald,person,0.81,1,Clarenbald,C,"Clarenbald, elect Abbot of S. Augustines in Cantorburie. 415.77."
Claudianus,uncertain,0.2,1,Claudianus,C,Claudianus the Poet cyted. 106.63.
Claudiocestria,place,0.83,1,Claudiocestria,C,"Claudiocestria, nowe Gloucester, and why so called. 51.52."
Claudius,person,0.95,3,Claudius,C,Claudius the Emperour commeth into Britaine. 49.69.
Claudius Emperour of Rome,person,0.97,1,Claudius Emperour of Rome,C,"Claudius Emperour of Rome, sendeth an armie into Brytaine. 48.62."
Cleander,person,0.81,1,Cleander,C,"Cleander setteth on the Romane souldiers, to conplaine on Perhennis. 77.34"
Cleargie,uncertain,0.45,1,Cleargie,C,The Cleargie complained of in the lower house. 1553.10.
Cleberie castle,place,0.86,1,Cleberie castle,C,"Cleberie castle taken, and destroyed. 396.10"
Cleneland,place,0.89,1,Cleneland,C,Cleneland wasted by ye Scots. 306.116.
Clere Matthew,person,0.97,1,Clere Matthew,C,"Clere Matthew, Sheriffe of Kent. 497.28."
Clergie denie,person,0.92,1,Clergie denie,C,Clergie denie to graunt a subsidie. 823.45. a. they are excluded from the Kings protection. 823.53. b. receyued againe. 824.40. a.
Clerke William,person,0.97,1,Clerke William,C,Clerke William atteinted. 1425.48.
Clerkes,uncertain,0.2,1,Clerkes,C,"Clerkes not suffred to come ouer into the Realme, without an othe. 418.27."
Clide riuer,place,0.95,1,Clide riuer,C,Clide riuer. 70.1.
Clifford Henry,person,0.97,1,Clifford Henry,C,Clifford Henry knight Earle of Cumberland 1536.17.
Clifford Robert,person,0.97,1,Clifford Robert,C,"Clifford Robert knight, sent by the rebelles, to the Duchesse of Burgegne. 1442. beleeueth Perken to be the Duke of Yorke. ibidem. returneth home, and commeth vnto the kyng. 1443.48."
Clinton Geffrey,person,0.97,1,Clinton Geffrey,C,Clinton Geffrey accused of treason. 361.75.
Clipestone,uncertain,0.2,1,Clipestone,C,Clipestone. 516.82.
Cloaricus,place,0.94,1,Cloaricus,C,"Cloaricus, a Mountaine in Wales. 117.56."
Clodius Albinus,uncertain,0.22,3,Clodius Albinus,C,"Clodius Albinus, appoynted Lieutenãt of Britain. 77.71"
Clokes,uncertain,0.45,1,Clokes,C,"Clokes short, brought to be vsed in England. 471.90."
Clotenus,person,0.91,1,Clotenus,C,"Clotenus, kyng of Cornewall. 22.89."
Clun Riuer,place,0.95,1,Clun Riuer,C,Clun Riuer. 55.62.
Clusium,place,0.94,1,Clusium,C,Clusium in Italy beseeged by Brennus & Beinus. 25.80.
Cneus Trebellius,uncertain,0.2,1,Cneus Trebellius,C,"Cneus Trebellius, looke Trebellius."
Cnute,person,0.92,25,Cnute,C,"Cnute marryeth Emma, wydow to king Egelredus. 259 47."
Cnutes,person,0.42,4,Cnutes,C,Cnutes issue. 262.74.
Cnuto,person,0.95,1,Cnuto,C,"Cnuto, sonne to Sueno king of Danes, sent with an army into England against K. William. 308.25."
Cobham,person,0.97,1,Cobham,C,"Cobham Lord with his sonne Syr Wylliam Cobham, deliuered out of the Tower. 1734.41."
Cobham William,person,0.97,1,Cobham William,C,Cobham William Knight hys prowesse. 1640.30.
Cobre,uncertain,0.2,1,Cobre,C,Cobre. 201.51
Coelred,person,0.97,1,Coelred,C,"Coelred dyeth, and is buryed at Litchfield. 189.48."
Coggeshall Abbey,place,0.97,1,Coggeshall Abbey,C,"Coggeshall Abbey in Esser, founded. 394.27."
Cogheshal Raufe,person,0.97,1,Cogheshal Raufe,C,Cogheshal Raufe cited. 560.2.
Cogidune,person,0.81,1,Cogidune,C,"Cogidune, a king of the Britaines. 58.33."
Coiff Edwines,person,0.96,1,Coiff Edwines,C,Coiff Edwines heathen Byshop. 161.39.
Coilus,person,0.97,7,Coilus,C,"Coilus gouernour of Colchester, commeth agaynst kyng Asclepiodotus with an army 82.62."
Colcheste in Effex,uncertain,0.45,1,Colcheste in Effex,C,Colcheste in Effex builded. 74.10.
Colchester,place,0.82,1,Colchester,C,Colchester supposed to bee in olde tyme Cannilodunum. 54.55. & .74.
Colchester castle,place,0.9,2,Colchester castle,C,Colchester castle besieged and wonne by King Iohn. 598.24.
Colchester Towne,place,0.87,1,Colchester Towne,C,Colchester Towne walled by Helene the Empresse. 94.9.
Coldingham Abbey,place,0.95,1,Coldingham Abbey,C,Coldingham Abbey. 185.70.
Cole Moore battaile,place,0.97,1,Cole Moore battaile,C,Cole Moore battaile agaynst the Saxons. 116.16.
Colledge of Brasen,place,0.97,1,Colledge of Brasen,C,Colledge of Brasen Nose in Oxford founded. 1463.22.
Colledge of Christes churche,place,0.97,1,Colledge of Christes churche,C,The Colledge of Christes churche in Oxford erected. 1533 54.
Colledge of Fodringey,place,0.97,1,Colledge of Fodringey,C,Colledge of Fodringey. 1445.5.
Colledge of Iesus,place,0.86,1,Colledge of Iesus,C,The Colledge of Iesus founded. 1462.52.
Colledge of Saint Michael in Cambridge,place,0.61,1,Colledge of Saint Michael in Cambridge,C,Colledge of Saint Michael in Cambridge founded. 872.26. a.
Colesey,uncertain,0.45,1,Colesey,C,Colesey taken and spoyled by the Danes. 244.35.
Coleuille Philip,person,0.97,1,Coleuille Philip,C,Coleuille Philip rebelleth against king Stephen. 393.21
Colgerne,person,0.9,4,Colgerne,C,Colgerne a Saton commeth ouer into Britaine with a power. 129.57
Colgrime,uncertain,0.2,1,Colgrime,C,"Colgrime, looke Colgerne."
Colingborne,person,0.91,1,Colingborne,C,Colingborne beheaded. pag. 1406. col. 1. lin. 10.
Collingham William,person,0.97,1,Collingham William,C,Collingham William a valiant Gentleman of Sussex & enemie to the Frenchmen. 601.7.
Colman,person,0.9,2,Colman,C,Colman returneth into Scotland. 177.25.
Colonie,uncertain,0.45,1,Colonie,C,Colonie sent to inhabite the Ardes in Ireland. 1864.35.
Colloshill in Warwickeshyre,uncertain,0.2,1,Colloshill in Warwickeshyre,C,Colloshill in Warwickeshyre. pag. 1295. col. 1. lin. 22.
